code,descr,status,picref,catalog1,catalog2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,catgDisplayNum,info
6110j1038A,"2008 Israel France 60 Years of Friendship  - Joint Issue with France, Full 2 Sheets of 40 Stamps",Catalog,pic.php?ID=6110j1038A,,,80.00,,,,1,,,,,,,,14,
6110j1038xJFDC,"2008 Israel France 60 Years of Friendship  - Joint Issue with France, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1038xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1054,"2009 Polish Year in Israel  - Joint Issue with Poland, Souvenir Sheet",Catalog,pic.php?ID=6110j1054,,,3.90,,,,1,,,,,,,,14,
6110j1054xJFDC,"2009 Polish Year in Israel  - Joint Issue with Poland, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1054xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1070,"2009 Yiddish Theatre  - Joint Issue with Romania",Catalog,pic.php?ID=6110j1070,,,5.50,,,,1,,,,,,,,14,
6110j1070xJFDC,"2009 Yiddish Theatre  - Joint Issue with Romania, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1070xJFDC,,,12.00,,,,1,,,,,,,,14,
6110j1089,"2010 Simon Wiesenthal  - Joint Issue with Austria, Full Small Sheet of 4 Stamps",Catalog,pic.php?ID=6110j1089,,,8.00,,,,1,,,,,,,,14,
6110j1089xFFDC,"2010 Simon Wiesenthal  - Joint Issue with Austria, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1089xFFDC,,,10.00,,,,1,,,,,,,,14,
6110j1089xJFDC,"2010 Simon Wiesenthal  - Joint Issue with Austria, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1089xJFDC,,,15.00,,,,1,,,,,,,,14,
6110j1107,"2010 Gethsemane  - Joint Issue with Vatican, Souvenir Sheet",Catalog,pic.php?ID=6110j1107,,,6.65,,,,1,,,,,,,,14,
6110j1107A,"2010 Gethsemane  - Joint Issue with Vatican, Related Set of 2 Small Sheets of 4 Stamps",Catalog,pic.php?ID=6110j1107A,,,10.00,,,,1,,,,,,,,14,
6110j1107xJFDC,"2010 Gethsemane  - Joint Issue with Vatican, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1107xJFDC,,,20.00,,,,1,,,,,,,,14,
6110j1164,"2012 Peace Symbols  - Joint Issue with China",Catalog,pic.php?ID=6110j1164,,,2.50,,,,1,,,,,,,,14,
6110j1164A,"2012 Peace Symbols  - Joint Issue with China, Full 2 Small Sheets of 16 Stamps",Catalog,pic.php?ID=6110j1164A,,,13.00,,,,1,,,,,,,,14,
6110j1164xJFDC,"2012 Peace Symbols  - Joint Issue with China, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1164xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1179,"2012 Highest & Lowest Place on Earth  - Joint Issue with Nepal",Catalog,pic.php?ID=6110j1179,,,2.50,,,,1,,,,,,,,14,
6110j1179A,"2012 Highest & Lowest Place on Earth  - Joint Issue with Nepal, Full Sheet of 20 Stamps",Catalog,pic.php?ID=6110j1179A,,,25.00,,,,1,,,,,,,,14,
6110j1179xFSFDC,"2012 Highest & Lowest Place on Earth  - Joint Issue with Nepal, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1179xFSFDC,,,15.00,,,,1,,,,,,,,14,
6110j1179xJFDC,"2012 Highest & Lowest Place on Earth  - Joint Issue with Nepal, Joint cover (Israeli design) with Souvenir Sheet and both stamps",Catalog,pic.php?ID=6110j1179xJFDC,,,14.00,,,,1,,,,,,,,14,
6110j1185,"2012 Festival of Lights  - Joint Issue with India",Catalog,pic.php?ID=6110j1185,,,2.50,,,,1,,,,,,,,14,
6110j1185A,"2012 Festival of Lights  - Joint Issue with India, Full 2 Sheets of 40 Stamps",Catalog,pic.php?ID=6110j1185A,,,50.00,,,,1,,,,,,,,14,
6110j1185B,"2012 Festival of Lights  - Joint Issue with India, Souvenir Sheet of 20 Stamps",Catalog,pic.php?ID=6110j1185B,,,16.00,,,,1,,,,,,,,14,
6110j1185xJFDC,"2012 Festival of Lights  - Joint Issue with India, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1185xJFDC,,,13.00,,,,1,,,,,,,,14,
6110j1206,"2013 Australian Light Horse  - Joint Issue with Australia",Catalog,pic.php?ID=6110j1206,,,7.50,,,,1,,,,,,,,14,
6110j1206A,"2013 Australian Light Horse  - Joint Issue with Australia, Full 2 Sheets of 40 Stamps",Catalog,pic.php?ID=6110j1206A,,,90.00,,,,1,,,,,,,,14,
6110j1206xJFDC,"2013 Australian Light Horse  - Joint Issue with Australia, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1206xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1215,"2013 Arctic Endangered Species Joint Issue with Greenland, Souvenir Sheet",Catalog,pic.php?ID=6110j1215,,,5.00,6.00,,,1,1,,,,,,,14,
6110j1215A,"2013 Arctic Endangered Species Joint Issue with Greenland",Catalog,pic.php?ID=6110j1215A,,,3.00,5.00,,,1,1,,,,,,,14,
6110j1215xFCE,"2013 Arctic Endangered Species Joint Issue with Greenland, Cacheted envelope no stamp (foreign design)",Catalog,pic.php?ID=6110j1215xFCE,,,3.00,,,,1,,,,,,,,14,
6110j1215xFMC,"2013 Arctic Endangered Species Joint Issue with Greenland, Maximum card (foreign design)",Catalog,pic.php?ID=6110j1215xFMC,,,10.00,,,,1,,,,,,,,14,
6110j1215xFPC,"2013 Arctic Endangered Species Joint Issue with Greenland, Picture postcard no stamp (foreign design)",Catalog,pic.php?ID=6110j1215xFPC,,,3.00,,,,1,,,,,,,,14,
6110j1215xJFDC,"2013 Arctic Endangered Species Joint Issue with Greenland, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1215xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1220,"2013 'The Annunciation of Sarah' Joint Issue with Uruguay",Catalog,pic.php?ID=6110j1220,,,3.00,5.00,,,1,1,,,,,,,14,
6110j1220A,"2013 'The Annunciation of Sarah'  - Joint Issue with Uruguay, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j1220A,,,15.00,,,,1,,,,,,,,14,
6110j1220xFFDC,"2013 'The Annunciation of Sarah' Joint Issue with Uruguay, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1220xFFDC,,,6.00,,,,1,,,,,,,,14,
6110j1220xFSFDC,"2013 'The Annunciation of Sarah'  - Joint Issue with Uruguay, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1220xFSFDC,,,20.00,,,,1,,,,,,,,14,
6110j1220xJFDC,"2013 'The Annunciation of Sarah' Joint Issue with Uruguay, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1220xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1228,"2014 Hospitallers Joint Issue with Malta",Catalog,pic.php?ID=6110j1228,,,1.00,5.00,,,1,1,,,,,,,14,
6110j1228A,"2014 Hospitallers  - Joint Issue with Malta, Full Small Sheet of 6 Stamps",Catalog,pic.php?ID=6110j1228A,,,10.00,12.00,,,1,1,,,,,,,14,
6110j1228xFIF,"2014 Hospitallers  - Joint Issue with Malta, Info bulletin (foreign design)",Catalog,pic.php?ID=6110j1228xFIF,,,1.00,,,,1,,,,,,,,14,
6110j1228xFSF,"2014 Hospitallers  - Joint Issue with Malta, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j1228xFSF,,,10.00,11.00,,,1,1,,,,,,,14,
6110j1228xJFDC,"2014 Hospitallers Joint Issue with Malta, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1228xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1246,"2014 Friendship Joint Issue with Thailand",Catalog,pic.php?ID=6110j1246,,,1.00,,,,1,,,,,,,,14,
6110j1246A,"2014 Friendship  - Joint Issue with Thailand, Full Small Sheet of 10 Stamps",Catalog,pic.php?ID=6110j1246A,,,10.00,,,,1,,,,,,,,14,
6110j1246xFFDC,"2014 Friendship Joint Issue with Thailand, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1246xFFDC,,,5.00,,,,1,,,,,,,,14,
6110j1246xFJFDC,"2014 Friendship Joint Issue with Thailand, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1246xFJFDC,,,13.00,,,,1,,,,,,,,14,
6110j1246xFSF,"2014 Friendship Joint Issue with Thailand, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j1246xFSF,,,12.00,,,,1,,,,,,,,14,
6110j1246xFSFDC,"2014 Friendship  - Joint Issue with Thailand, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1246xFSFDC,,,15.00,,,,1,,,,,,,,14,
6110j1246xJFDC,"2014 Friendship Joint Issue with Thailand, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1246xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1266,"2015 Jews Rescue Joint Issue with Phillippines",Catalog,pic.php?ID=6110j1266,,,1.00,5.00,,,1,1,,,,,,,14,
6110j1266A,"2015 Jews Rescue  - Joint Issue with Phillippines, Full Sheet of 40 Stamps",Catalog,pic.php?ID=6110j1266A,,,15.00,,,,1,,,,,,,,14,
6110j1266xFFDC,"2015 Jews Rescue Joint Issue with Phillippines, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1266xFFDC,,,6.00,,,,1,,,,,,,,14,
6110j1266xJFDC,"2015 Jews Rescue Joint Issue with Phillippines, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1266xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1279,"2015 Relations Joint Issue with Germany",Catalog,pic.php?ID=6110j1279,,,1.00,,,,1,,,,,,,,14,
6110j1279A,"2015 Relations  - Joint Issue with Germany, Full Small Sheet of 10 Stamps",Catalog,pic.php?ID=6110j1279A,,,15.00,,,,1,,,,,,,,14,
6110j1279xFFDC,"2015 Relations Joint Issue with Germany, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1279xFFDC,,,5.00,,,,1,,,,,,,,14,
6110j1279xFJFDC,"2015 Relations  - Joint Issue with Germany, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1279xFJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1279xFPE,"2015 Relations Joint Issue with Germany, Postal envelope printed stamp",Catalog,pic.php?ID=6110j1279xFPE,,,8.00,,,,1,,,,,,,,14,
6110j1279xFSFDC,"2015 Relations  - Joint Issue with Germany, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1279xFSFDC,,,20.00,,,,1,,,,,,,,14,
6110j1279xFSL,"2015 Relations Joint Issue with Germany, Souvenir leaf (foreign design)",Catalog,pic.php?ID=6110j1279xFSL,,,10.00,,,,1,,,,,,,,14,
6110j1279xJFDC,"2015 Relations Joint Issue with Germany, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1279xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1287,"2015 Sepulchre Church Joint Issue with Vatican, Souvenir Sheet",Catalog,pic.php?ID=6110j1287,,,3.00,6.00,,,1,1,,,,,,,14,
6110j1287A,"2015 Sepulchre Church Joint Issue with Vatican",Catalog,pic.php?ID=6110j1287A,,,8.00,,,,1,,,,,,,,14,
6110j1287xFFDC,"2015 Sepulchre Church  - Joint Issue with Vatican, Mixed cover (foreign souvenir sheet, Israeli design)",Catalog,pic.php?ID=6110j1287xFFDC,,,6.00,,,,1,,,,,,,,14,
6110j1287xFJFDC,"2015 Sepulchre Church  - Joint Issue with Vatican, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1287xFJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1287xFSFDC,"2015 Sepulchre Church  - Joint Issue with Vatican, Mixed cover (Israeli souvenir sheet, foreign design)",Catalog,pic.php?ID=6110j1287xFSFDC,,,10.00,,,,1,,,,,,,,14,
6110j1287xJFDC,"2015 Sepulchre Church Joint Issue with Vatican, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1287xJFDC,,,13.00,,,,1,,,,,,,,14,
6110j1300,"2016 Diplomatic Relations  - Joint Issue with Greece",Catalog,pic.php?ID=6110j1300,,,3.50,5.00,,,1,1,,,,,,,14,
6110j1300A,"2016 Diplomatic Relations  - Joint Issue with Greece, Souvenir Sheet",Catalog,pic.php?ID=6110j1300A,,,4.50,20.00,,,1,1,,,,,,,14,
6110j1300B,"2016 Diplomatic Relations  - Joint Issue with Greece, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j1300B,,,30.00,45.00,,,1,1,,,,,,,14,
6110j1300xFFDC,"2016 Diplomatic Relations Joint Issue with Greece, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1300xFFDC,,,5.00,,,,1,,,,,,,,14,
6110j1300xFIF,"2016 Diplomatic Relations  - Joint Issue with Greece, Info bulletin (foreign design)",Catalog,pic.php?ID=6110j1300xFIF,,,1.00,,,,1,,,,,,,,14,
6110j1300xFSF,"2016 Diplomatic Relations Joint Issue with Greece, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j1300xFSF,,,15.00,,,,1,,,,,,,,14,
6110j1300xFSFDC,"2016 Diplomatic Relations  - Joint Issue with Greece, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1300xFSFDC,,,35.00,,,,1,,,,,,,,14,
6110j1300xJFDC,"2016 Diplomatic Relations Joint Issue with Greece, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1300xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1311,"2016 Bridge of Strings Joint Issue with Spain",Catalog,pic.php?ID=6110j1311,,,1.00,5.00,,,1,1,,,,,,,14,
6110j1311A,"2016 Bridge of Strings  - Joint Issue with Spain, Full Sheet of 25 Stamps",Catalog,pic.php?ID=6110j1311A,,,80.00,,,,1,,,,,,,,14,
6110j1311xFFDC,"2016 Bridge of Strings Joint Issue with Spain, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1311xFFDC,,,6.00,,,,1,,,,,,,,14,
6110j1311xFJFDC,"2016 Bridge of Strings Joint Issue with Spain, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1311xFJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1311xJFDC,"2016 Bridge of Strings Joint Issue with Spain, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1311xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1318,"2016 Bird Migration Joint Issue with Bulgaria",Catalog,pic.php?ID=6110j1318,,,1.00,,,,1,,,,,,,,14,
6110j1318A,"2016 Bird Migration  - Joint Issue with Bulgaria, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j1318A,,,10.00,,,,1,,,,,,,,14,
6110j1318xFFDC,"2016 Bird Migration Joint Issue with Bulgaria, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1318xFFDC,,,7.00,,,,1,,,,,,,,14,
6110j1318xFSFDC,"2016 Bird Migration  - Joint Issue with Bulgaria, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1318xFSFDC,,,15.00,,,,1,,,,,,,,14,
6110j1318xFSL,"2016 Bird Migration Joint Issue with Bulgaria, Souvenir leaf (foreign design)",Catalog,pic.php?ID=6110j1318xFSL,,,10.00,,,,1,,,,,,,,14,
6110j1318xJFDC,"2016 Bird Migration Joint Issue with Bulgaria, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1318xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1343,"2017 Dolphin Research Joint Issue with Portugal",Catalog,pic.php?ID=6110j1343,,,1.00,,,,1,,,,,,,,14,
6110j1343A,"2017 Dolphin Research  - Joint Issue with Portugal, Full Small Sheet of 10 Stamps",Catalog,pic.php?ID=6110j1343A,,,10.00,,,,1,,,,,,,,14,
6110j1343xFFDC,"2017 Dolphin Research Joint Issue with Portugal, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1343xFFDC,,,8.00,,,,1,,,,,,,,14,
6110j1343xFJFDC,"2017 Dolphin Research Joint Issue with Portugal, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1343xFJFDC,,,11.00,,,,1,,,,,,,,14,
6110j1343xFSF,"2017 Dolphin Research Joint Issue with Portugal, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j1343xFSF,,,10.00,,,,1,,,,,,,,14,
6110j1343xFSFDC,"2017 Dolphin Research  - Joint Issue with Portugal, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1343xFSFDC,,,16.00,,,,1,,,,,,,,14,
6110j1343xJFDC,"2017 Dolphin Research Joint Issue with Portugal, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1343xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1356,"2017 Flowers Joint Issue with Croatia",Catalog,pic.php?ID=6110j1356,,,1.00,7.00,,,1,1,,,,,,,14,
6110j1356A,"2017 Flowers  - Joint Issue with Croatia, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j1356A,,,15.00,,,,1,,,,,,,,14,
6110j1356xCE,"2017 Flowers Joint Issue with Croatia, Cacheted envelope no stamp (Israeli design)",Catalog,pic.php?ID=6110j1356xCE,,,2.00,,,,1,,,,,,,,14,
6110j1356xFFDC,"2017 Flowers Joint Issue with Croatia, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1356xFFDC,,,6.00,,,,1,,,,,,,,14,
6110j1356xFIF,"2017 Flowers Joint Issue with Croatia, Info bulletin (foreign design)",Catalog,pic.php?ID=6110j1356xFIF,,,3.00,,,,1,,,,,,,,14,
6110j1356xFSF,"2017 Flowers Joint Issue with Croatia, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j1356xFSF,,,12.00,,,,1,,,,,,,,14,
6110j1356xFSFDC,"2017 Flowers  - Joint Issue with Croatia, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1356xFSFDC,,,20.00,,,,1,,,,,,,,14,
6110j1356xJFDC,"2017 Flowers Joint Issue with Croatia, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1356xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1363,"2017 Gorny Convent Joint Issue with Russia",Catalog,pic.php?ID=6110j1363,,,1.00,15.00,,,1,1,,,,,,,14,
6110j1363A,"2017 Gorny Convent  - Joint Issue with Russia, Full Small Sheet of 8 Stamps",Catalog,pic.php?ID=6110j1363A,,,10.00,,,,1,,,,,,,,14,
6110j1363xFSFDC,"2017 Gorny Convent  - Joint Issue with Russia, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1363xFSFDC,,,12.00,,,,1,,,,,,,,14,
6110j1363xJFDC,"2017 Gorny Convent Joint Issue with Russia, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1363xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1396,"2018 Litwinski House Joint Issue with Estonia, Set",Catalog,pic.php?ID=6110j1396,,,1.00,1.50,,,1,1,,,,,,,14,
6110j1396A,"2018 Litwinski House  - Joint Issue with Estonia, Full Sheet of 25 Stamps",Catalog,pic.php?ID=6110j1396A,,,60.00,,,,1,,,,,,,,14,
6110j1396xFFDC,"2018 Litwinski House Joint Issue with Estonia, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1396xFFDC,,,8.00,,,,1,,,,,,,,14,
6110j1396xFPC,"2018 Litwinski House Joint Issue with Estonia, Picture postcard no stamp (foreign design)",Catalog,pic.php?ID=6110j1396xFPC,,,2.00,,,,1,,,,,,,,14,
6110j1396xJFDC,"2018 Litwinski House Joint Issue with Estonia, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1396xJFDC,,,12.00,,,,1,,,,,,,,14,
6110j1403,"2018 Happy Hanukkah Joint Issue with United States",Catalog,pic.php?ID=6110j1403,,,1.00,2.00,,,1,1,,,,,,,14,
6110j1403A,"2018 Happy Hanukkah  - Joint Issue with United States, Full Self-adhesive Sheet of 20 Stamps",Catalog,pic.php?ID=6110j1403A,,,15.00,,,,1,,,,,,,,14,
6110j1403xFFDC,"2018 Happy Hanukkah Joint Issue with United States, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1403xFFDC,,,6.00,,,,1,,,,,,,,14,
6110j1403xFIF,"2018 Happy Hanukkah  - Joint Issue with United States, FD Ceremony Program (foreign design)",Catalog,pic.php?ID=6110j1403xFIF,,,5.00,,,,1,,,,,,,,14,
6110j1403xFSFDC,"2018 Happy Hanukkah  - Joint Issue with United States, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1403xFSFDC,,,25.00,,,,1,,,,,,,,14,
6110j1403xJFDC,"2018 Happy Hanukkah Joint Issue with United States, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1403xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1401,"2018 Independence Years Joint Issue with Poland",Catalog,pic.php?ID=6110j1401,,,4.00,4.00,,,1,1,,,,,,,14,
6110j1401A,"2018 Independence Years  - Joint Issue with Poland, Full Small Sheet of 10 Stamps",Catalog,pic.php?ID=6110j1401A,,,14.00,30.00,,,1,1,,,,,,,14,
6110j1401xFFDC,"2018 Independence Years Joint Issue with Poland, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1401xFFDC,,,10.00,,,,1,,,,,,,,14,
6110j1401xFSFDC,"2018 Independence Years  - Joint Issue with Poland, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1401xFSFDC,,,30.00,,,,1,,,,,,,,14,
6110j1401xJFDC,"2018 Independence Years Joint Issue with Poland, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1401xJFDC,,,12.00,,,,1,,,,,,,,14,
6110j1423,"2019 50 Years of Diplomatic Relations Joint Issue with Singapore",Catalog,pic.php?ID=6110j1423,,,4.00,5.00,,,1,1,,,,,,,14,
6110j1423A,"2019 50 Years of Diplomatic Relations Joint Issue with Singapore, Souvenir Sheet",Catalog,pic.php?ID=6110j1423A,,,4.00,6.00,,,1,1,,,,,,,14,
6110j1423B,"2019 50 Years of Diplomatic Relations  - Joint Issue with Singapore, Full 2 Small Sheets of 10 Stamps",Catalog,pic.php?ID=6110j1423B,,,30.00,33.00,,,1,1,,,,,,,14,
6110j1423xFIF,"2019 50 Years of Diplomatic Relations Joint Issue with Singapore, Info bulletin (foreign design)",Catalog,pic.php?ID=6110j1423xFIF,,,1.00,,,,1,,,,,,,,14,
6110j1423xFSFDC,"2019 50 Years of Diplomatic Relations  - Joint Issue with Singapore, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1423xFSFDC,,,33.00,,,,1,,,,,,,,14,
6110j1423xJFDC,"2019 50 Years of Diplomatic Relations  - Joint Issue with Singapore, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1423xJFDC,,,8.00,,,,1,,,,,,,,14,
6110j1436,"2019 Bilateral Relations 25 years Joint Issue with Vatican, Souvenir Sheet",Catalog,pic.php?ID=6110j1436,,,3.00,5.00,,,1,1,,,,,,,14,
6110j1437xFFDC,"2019 Bilateral Relations 25 years Joint Issue with Vatican, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1437xFFDC,,,7.00,,,,1,,,,,,,,14,
6110j1437xFIF,"2019 Bilateral Relations 25 years Joint Issue with Vatican, Info bulletin (foreign design)",Catalog,pic.php?ID=6110j1437xFIF,,,1.00,,,,1,,,,,,,,14,
6110j1437xJFDC,"2019 Bilateral Relations 25 years Joint Issue with Vatican, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1437xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1465,"2020 From Jaffa to Tel-Aviv and From Olinda to Recife Joint Issue with Brazil",Catalog,pic.php?ID=6110j1465,,,1.00,,,,1,,,,,,,,14,
6110j1465A,"2020 From Jaffa to Tel-Aviv and From Olinda to Recife  - Joint Issue with Brazil, Full Sheet of 16 Stamps",Catalog,pic.php?ID=6110j1465A,,,20.00,30.00,,,1,1,,,,,,,14,
6110j1465xFSFDC,"2020 From Jaffa to Tel-Aviv and From Olinda to Recife  - Joint Issue with Brazil, Mixed cover (foreign sheet, Israeli design)",Catalog,pic.php?ID=6110j1465xFSFDC,,,30.00,,,,1,,,,,,,,14,
6110j1465xJFDC,"2020 From Jaffa to Tel-Aviv and From Olinda to Recife Joint Issue with Brazil, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1465xJFDC,,,10.00,,,,1,,,,,,,,14,
6110j1494,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine",Catalog,pic.php?ID=6110j1494,,,3.50,11.00,,,1,1,,,,,,,14,
6110j1494A,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine, Special Sheet",Catalog,pic.php?ID=6110j1494A,,,28.00,40.00,,,1,1,,,,,,,14,
6110j1494xFCE,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine, Cacheted envelope no stamp (foreign design)",Catalog,pic.php?ID=6110j1494xFCE,,,1.00,,,,1,,,,,,,,14,
6110j1494xFFDC,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1494xFFDC,,,10.00,,,,1,,,,,,,,14,
6110j1494xFJFDC,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1494xFJFDC,,,20.00,,,,1,,,,,,,,14,
6110j1494xFSF,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j1494xFSF,,,20.00,,,,1,,,,,,,,14,
6110j1494xJFDC,"2021 Shmuel Agnon Nobel Prize  - Joint Issue with Ukraine, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1494xJFDC,,,15.00,,,,1,,,,,,,,14,
6110j1505,"2021 Tomas G Masaryk  - Joint Issue with Czech Republic",Catalog,pic.php?ID=6110j1505,,,3.50,4.00,,,1,1,,,,,,,14,
6110j1505A,"2021 Tomas G Masaryk  - Joint Issue with Czech Republic, Special Sheet",Catalog,pic.php?ID=6110j1505A,,,250.00,,,,1,,,,,,,,14,
6110j1505xFFDC,"2021 Tomas G Masaryk  - Joint Issue with Czech Republic, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1505xFFDC,,,10.00,,,,1,,,,,,,,14,
6110j1505xFJFDC,"2021 Tomas G Masaryk  - Joint Issue with Czech Republic, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1505xFJFDC,,,12.00,,,,1,,,,,,,,14,
6110j1505xJFDC,"2021 Tomas G Masaryk  - Joint Issue with Czech Republic, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j1505xJFDC,,,11.00,,,,1,,,,,,,,14,
6110j1510,"2022 Church and Synagogue Sanctuaries  - Joint Issue with Gibraltar",Catalog,pic.php?ID=6110j1510,,,6.00,9.00,,,1,1,,,,,,,14,
6110j1510A,"2022 Church and Synagogue Sanctuaries  - Joint Issue with Gibraltar, Special Sheet",Catalog,pic.php?ID=6110j1510A,,,63.00,76.00,,,1,1,,,,,,,14,
6110j1510xFFDC,"2022 Church and Synagogue Sanctuaries  - Joint Issue with Gibraltar, Mixed cover (foreign stamp, Israeli design)",Catalog,pic.php?ID=6110j1510xFFDC,,,10.00,,,,1,,,,,,,,14,
6110j1510xFJFDC,"2022 Church and Synagogue Sanctuaries  - Joint Issue with Gibraltar, Joint cover (foreign design)",Catalog,pic.php?ID=6110j1510xFJFDC,,,18.00,,,,1,,,,,,,,14,
