code,descr,status,picref,catalog1,catalog2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,catgDisplayNum,info
6110s30,"1951 J.N.F.","In Stock",pic.php?ID=6110s30,"C 78-80","S 48-50",113.00,0.70,0.94,0.75,cart2.php?Action=Add&Prod=6110s30&Which=Price,cart2.php?Action=Add&Prod=6110s30&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s30&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s30&Which=PriceSpec,,,,,2,
6110s31,"1951 Zionist Congress (Herzl)","In Stock",pic.php?ID=6110s31,"C 81","S 51",2.75,0.45,0.21,0.12,cart2.php?Action=Add&Prod=6110s31&Which=Price,cart2.php?Action=Add&Prod=6110s31&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s31&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s31&Which=PriceSpec,,,,,2,
6110s32,"1951 Festivals 5712","In Stock",pic.php?ID=6110s32,"C 82-84","S 52-54",2.10,0.45,0.24,0.20,cart2.php?Action=Add&Prod=6110s32&Which=Price,cart2.php?Action=Add&Prod=6110s32&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s32&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s32&Which=PriceSpec,,,,,2,
6110s33,"1952 Menorah","In Stock",pic.php?ID=6110s33,"C 85","S 55",275.00,10.00,8.64,15.00,cart2.php?Action=Add&Prod=6110s33&Which=Price,cart2.php?Action=Add&Prod=6110s33&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s33&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s33&Which=PriceSpec,,,,,2,
6110s34,"1952 Coins 20-85 (6)","In Stock",pic.php?ID=6110s34,"C 59-64","S 56-61",10.00,2.38,0.48,0.33,cart2.php?Action=Add&Prod=6110s34&Which=Price,cart2.php?Action=Add&Prod=6110s34&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s34&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s34&Which=PriceSpec,,,,,2,
6110s35,"1952 TABA","In Stock",pic.php?ID=6110s35,"C 86,87","S C7,C8",20.80,2.00,0.71,0.50,cart2.php?Action=Add&Prod=6110s35&Which=Price,cart2.php?Action=Add&Prod=6110s35&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s35&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s35&Which=PriceSpec,,,,,2,
6110s36,"1952 4th Independence (Battles sites)","In Stock",pic.php?ID=6110s36,"C 88-90","S 62-64",27.50,0.60,0.52,0.50,cart2.php?Action=Add&Prod=6110s36&Which=Price,cart2.php?Action=Add&Prod=6110s36&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s36&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s36&Which=PriceSpec,,,,,2,
6110s37,"1952 America Zionist House","In Stock",pic.php?ID=6110s37,"C 91","S 65",19.50,0.50,0.35,0.25,cart2.php?Action=Add&Prod=6110s37&Which=Price,cart2.php?Action=Add&Prod=6110s37&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s37&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s37&Which=PriceSpec,,,,,2,
6110s38,"1952 Festivals 5713 (Song of Solomon)","In Stock",pic.php?ID=6110s38,"C 92-95","S 66-69",36.30,1.10,1.04,0.75,cart2.php?Action=Add&Prod=6110s38&Which=Price,cart2.php?Action=Add&Prod=6110s38&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s38&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s38&Which=PriceSpec,,,,,2,
6110s39,"1952 Postage Due (Running Stag 9)","In Stock",pic.php?ID=6110s39,"C 96-104","S J12-J20",11.00,1.50,0.52,0.48,cart2.php?Action=Add&Prod=6110s39&Which=Price,cart2.php?Action=Add&Prod=6110s39&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s39&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s39&Which=PriceSpec,,,,,2,
6110s40,"1952 Weizmann","In Stock",pic.php?ID=6110s40,"C 105,106","S 70,71",12.50,0.45,0.43,0.28,cart2.php?Action=Add&Prod=6110s40&Which=Price,cart2.php?Action=Add&Prod=6110s40&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s40&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s40&Which=PriceSpec,,,,,2,
6110s41,"1952 BILU","In Stock",pic.php?ID=6110s41,"C 107","S 72",12.00,0.28,0.17,0.15,cart2.php?Action=Add&Prod=6110s41&Which=Price,cart2.php?Action=Add&Prod=6110s41&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s41&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s41&Which=PriceSpec,,,,,2,
6110s42,"1953 Yafo (Air Mail - Landscapes)","In Stock",pic.php?ID=6110s42,"C 115","S C16",102.00,8.00,2.16,2.75,cart2.php?Action=Add&Prod=6110s42&Which=Price,cart2.php?Action=Add&Prod=6110s42&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s42&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s42&Which=PriceSpec,,,,,2,
6110s43,"1953 5th Independence","In Stock",pic.php?ID=6110s43,"C 117","S 73",2.50,0.45,0.43,0.12,cart2.php?Action=Add&Prod=6110s43&Which=Price,cart2.php?Action=Add&Prod=6110s43&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s43&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s43&Which=PriceSpec,,,,,2,
6110s44,"1953 RAMBAM","In Stock",pic.php?ID=6110s44,"C 118","S 74",3.00,1.58,0.71,0.50,cart2.php?Action=Add&Prod=6110s44&Which=Price,cart2.php?Action=Add&Prod=6110s44&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s44&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s44&Which=PriceSpec,,,,,2,
6110s45,"1953 Festivals 5714 (Holy Arks)","In Stock",pic.php?ID=6110s45,"C 119-121","S 75-77",8.00,0.60,0.43,0.30,cart2.php?Action=Add&Prod=6110s45&Which=Price,cart2.php?Action=Add&Prod=6110s45&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s45&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s45&Which=PriceSpec,,,,,2,
6110s46,"1953 4th Maccabiah","In Stock",pic.php?ID=6110s46,"C 122","S 78",2.50,0.33,0.17,0.12,cart2.php?Action=Add&Prod=6110s46&Which=Price,cart2.php?Action=Add&Prod=6110s46&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s46&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s46&Which=PriceSpec,,,,,2,
6110s47,"1953 Desert Conquest","In Stock",pic.php?ID=6110s47,"C 123","S 79",4.00,0.33,0.17,0.12,cart2.php?Action=Add&Prod=6110s47&Which=Price,cart2.php?Action=Add&Prod=6110s47&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s47&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s47&Which=PriceSpec,,,,,2,
6110s48,"1954 Air Mail 10-500 (Landscapes 6)","In Stock",pic.php?ID=6110s48,"C 108-113","S C9-C14",3.70,3.90,0.40,0.42,cart2.php?Action=Add&Prod=6110s48&Which=Price,cart2.php?Action=Add&Prod=6110s48&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s48&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s48&Which=PriceSpec,,,,,2,
6110s49,"1954 Coins 80-125 (4)","In Stock",pic.php?ID=6110s49,"C 65-68","S 80-83",1.80,1.04,0.24,0.20,cart2.php?Action=Add&Prod=6110s49&Which=Price,cart2.php?Action=Add&Prod=6110s49&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s49&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s49&Which=PriceSpec,,,,,2,
6110s50,"1954 6th Independence (Yehiam, Gesher)","In Stock",pic.php?ID=6110s50,"C 124,125","S 84,85",1.25,0.52,0.20,0.15,cart2.php?Action=Add&Prod=6110s50&Which=Price,cart2.php?Action=Add&Prod=6110s50&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s50&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s50&Which=PriceSpec,,,,,2,
6110s51,"1954 Herzl","In Stock",pic.php?ID=6110s51,"C 126","S 86",0.72,0.72,0.22,0.20,cart2.php?Action=Add&Prod=6110s51&Which=Price,cart2.php?Action=Add&Prod=6110s51&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s51&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s51&Which=PriceSpec,,,,,2,
6110s52,"1954 Festivals 5715 (Spies)","In Stock",pic.php?ID=6110s52,"C 127","S 87",0.13,0.18,0.12,0.07,cart2.php?Action=Add&Prod=6110s52&Which=Price,cart2.php?Action=Add&Prod=6110s52&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s52&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s52&Which=PriceSpec,,,,,2,
6110s53,"1954 TABIM","In Stock",pic.php?ID=6110s53,"C 128,129","S 88,89",1.10,0.44,0.22,0.13,cart2.php?Action=Add&Prod=6110s53&Which=Price,cart2.php?Action=Add&Prod=6110s53&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s53&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s53&Which=PriceSpec,,,,,2,
6110s54,"1954 Rothschild","In Stock",pic.php?ID=6110s54,"C 130","S 90",0.60,0.42,0.12,0.11,cart2.php?Action=Add&Prod=6110s54&Which=Price,cart2.php?Action=Add&Prod=6110s54&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s54&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s54&Which=PriceSpec,,,,,2,
6110s55,"1955 Teachers Association","In Stock",pic.php?ID=6110s55,"C 131","S 91",0.47,0.31,0.13,0.11,cart2.php?Action=Add&Prod=6110s55&Which=Price,cart2.php?Action=Add&Prod=6110s55&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s55&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s55&Which=PriceSpec,,,,,2,
6110s56,"1955 Parachutists","In Stock",pic.php?ID=6110s56,"C 132","S 92",0.26,0.31,0.13,0.12,cart2.php?Action=Add&Prod=6110s56&Which=Price,cart2.php?Action=Add&Prod=6110s56&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s56&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s56&Which=PriceSpec,,,,,2,
6110s57,"1955 7th Independence (Menorah)","In Stock",pic.php?ID=6110s57,"C 133","S 93",0.26,0.39,0.16,0.16,cart2.php?Action=Add&Prod=6110s57&Which=Price,cart2.php?Action=Add&Prod=6110s57&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s57&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s57&Which=PriceSpec,,,,,2,
6110s58,"1955 Youth Immigration (Aliyah) (6)","In Stock",pic.php?ID=6110s58,"C 134-139","S 94-99",1.80,1.95,0.58,0.45,cart2.php?Action=Add&Prod=6110s58&Which=Price,cart2.php?Action=Add&Prod=6110s58&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s58&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s58&Which=PriceSpec,,,,,2,
6110s59,"1955 Festivals 5716 (Musical Instruments)","In Stock",pic.php?ID=6110s59,"C 140-143","S 100-103",0.47,0.57,0.28,0.32,cart2.php?Action=Add&Prod=6110s59&Which=Price,cart2.php?Action=Add&Prod=6110s59&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s59&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s59&Which=PriceSpec,,,,,2,
6110s60,"1955 Magen David Adom","In Stock",pic.php?ID=6110s60,"C 144","S 104",0.21,0.39,0.16,0.10,cart2.php?Action=Add&Prod=6110s60&Which=Price,cart2.php?Action=Add&Prod=6110s60&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s60&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s60&Which=PriceSpec,,,,,2,
6110s61,"1955 Tribes","In Stock",pic.php?ID=6110s61,"C 145-156","S 105-116",3.12,1.20,0.58,0.55,cart2.php?Action=Add&Prod=6110s61&Which=Price,cart2.php?Action=Add&Prod=6110s61&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s61&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s61&Which=PriceSpec,,,,,2,
6110s63,"1956 Einstein","In Stock",pic.php?ID=6110s63,"C 157","S 117",0.30,0.36,0.13,0.10,cart2.php?Action=Add&Prod=6110s63&Which=Price,cart2.php?Action=Add&Prod=6110s63&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s63&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s63&Which=PriceSpec,,,,,2,
6110s64,"1956 Technion","In Stock",pic.php?ID=6110s64,"C 158","S 118",0.16,0.26,0.13,0.11,cart2.php?Action=Add&Prod=6110s64&Which=Price,cart2.php?Action=Add&Prod=6110s64&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s64&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s64&Which=PriceSpec,,,,,2,
6110s65,"1956 8th Independence","In Stock",pic.php?ID=6110s65,"C 159","S 119",0.18,0.26,0.13,0.08,cart2.php?Action=Add&Prod=6110s65&Which=Price,cart2.php?Action=Add&Prod=6110s65&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s65&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s65&Which=PriceSpec,,,,,2,
6110s66,"1956 Citrus","In Stock",pic.php?ID=6110s66,"C 160","S 120",0.40,0.29,0.16,0.11,cart2.php?Action=Add&Prod=6110s66&Which=Price,cart2.php?Action=Add&Prod=6110s66&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s66&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s66&Which=PriceSpec,,,,,2,
6110s67,"1956 Festivals 5717 (Musical Instruments)","In Stock",pic.php?ID=6110s67,"C 161-163","S 121-123",0.29,0.26,0.24,0.21,cart2.php?Action=Add&Prod=6110s67&Which=Price,cart2.php?Action=Add&Prod=6110s67&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s67&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s67&Which=PriceSpec,,,,,2,
6110s68,"1956 Hula (Air Mail - Landscapes)","In Stock",pic.php?ID=6110s68,"C 114","S C15",0.16,0.21,0.08,0.11,cart2.php?Action=Add&Prod=6110s68&Which=Price,cart2.php?Action=Add&Prod=6110s68&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s68&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s68&Which=PriceSpec,,,,,2,
6110s69,"1956 Tiberias (Air Mail - Landscapes)","In Stock",pic.php?ID=6110s69,"C 116","S C17",0.60,0.29,0.48,0.24,cart2.php?Action=Add&Prod=6110s69&Which=Price,cart2.php?Action=Add&Prod=6110s69&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s69&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s69&Which=PriceSpec,,,,,2,
6110s70,"1957 Defence Stamps","In Stock",pic.php?ID=6110s70,"C 164-166","S 124-126",0.29,0.19,0.16,0.16,cart2.php?Action=Add&Prod=6110s70&Which=Price,cart2.php?Action=Add&Prod=6110s70&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s70&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s70&Which=PriceSpec,,,,,2,
6110s71,"1957 Bezalel","In Stock",pic.php?ID=6110s71,"C 167","S 127",0.13,0.13,0.13,0.10,cart2.php?Action=Add&Prod=6110s71&Which=Price,cart2.php?Action=Add&Prod=6110s71&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s71&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s71&Which=PriceSpec,,,,,2,
6110s72,"1957 9th Independence","In Stock",pic.php?ID=6110s72,"C 168","S 128",0.13,0.13,0.13,0.10,cart2.php?Action=Add&Prod=6110s72&Which=Price,cart2.php?Action=Add&Prod=6110s72&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s72&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s72&Which=PriceSpec,,,,,2,
6110s73,"1957 Festivals 5718 (Seals)","In Stock",pic.php?ID=6110s73,"C 169-171","S 129-131",0.21,0.21,0.19,0.19,cart2.php?Action=Add&Prod=6110s73&Which=Price,cart2.php?Action=Add&Prod=6110s73&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s73&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s73&Which=PriceSpec,,,,,2,
6110s74,"1957 TABIL - Souvenir Sheet","In Stock",pic.php?ID=6110s74,"C B2","S 132",0.32,0.32,0.40,0.32,cart2.php?Action=Add&Prod=6110s74&Which=Price,cart2.php?Action=Add&Prod=6110s74&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s74&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s74&Which=PriceSpec,,,,,2,
6110s75,"1958 Maccabiah","In Stock",pic.php?ID=6110s75,"C 176","S 137",0.13,0.16,0.12,0.11,cart2.php?Action=Add&Prod=6110s75&Which=Price,cart2.php?Action=Add&Prod=6110s75&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s75&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s75&Which=PriceSpec,,,,,2,
6110s76,"1958 Ships (4)","In Stock",pic.php?ID=6110s76,"C 177-180","S 138-141",0.58,0.34,0.40,0.32,cart2.php?Action=Add&Prod=6110s76&Which=Price,cart2.php?Action=Add&Prod=6110s76&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s76&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s76&Which=PriceSpec,,,,,2,
6110s77,"1958 10th Independence (Menorah)","In Stock",pic.php?ID=6110s77,"C 181","S 142",0.19,0.16,0.16,0.16,cart2.php?Action=Add&Prod=6110s77&Which=Price,cart2.php?Action=Add&Prod=6110s77&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s77&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s77&Which=PriceSpec,,,,,2,
6110s78,"1958 Tenth Anniversary Exhibition","In Stock",pic.php?ID=6110s78,"C 182","S 144",0.13,0.16,0.16,0.11,cart2.php?Action=Add&Prod=6110s78&Which=Price,cart2.php?Action=Add&Prod=6110s78&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s78&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s78&Which=PriceSpec,,,,,2,
6110s79,"1958 Youth Conference","In Stock",pic.php?ID=6110s79,"C 183","S 143",0.13,0.16,0.16,0.11,cart2.php?Action=Add&Prod=6110s79&Which=Price,cart2.php?Action=Add&Prod=6110s79&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s79&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s79&Which=PriceSpec,,,,,2,
6110s80,"1958 Festivals 5719 (of Seven Species)","In Stock",pic.php?ID=6110s80,"C 184-187","S 145-148",0.47,0.42,0.40,0.32,cart2.php?Action=Add&Prod=6110s80&Which=Price,cart2.php?Action=Add&Prod=6110s80&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s80&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s80&Which=PriceSpec,,,,,2,
6110s81,"1958 Human Rights","In Stock",pic.php?ID=6110s81,"C 188","S 149",0.39,0.21,0.16,0.13,cart2.php?Action=Add&Prod=6110s81&Which=Price,cart2.php?Action=Add&Prod=6110s81&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s81&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s81&Which=PriceSpec,,,,,2,
6110s82,"1959 Postal Activities","In Stock",pic.php?ID=6110s82,"C 189-192","S 150-153",0.52,0.37,0.40,0.26,cart2.php?Action=Add&Prod=6110s82&Which=Price,cart2.php?Action=Add&Prod=6110s82&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s82&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s82&Which=PriceSpec,,,,,2,
6110s83,"1959 Shalom Aleichem - Centenary","In Stock",pic.php?ID=6110s83,"C 193","S 154",0.13,0.16,0.16,0.12,cart2.php?Action=Add&Prod=6110s83&Which=Price,cart2.php?Action=Add&Prod=6110s83&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s83&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s83&Which=PriceSpec,,,,,2,
6110s84,"1959 Tel-Aviv","In Stock",pic.php?ID=6110s84,"C 194","S 160",0.13,0.16,0.16,0.12,cart2.php?Action=Add&Prod=6110s84&Which=Price,cart2.php?Action=Add&Prod=6110s84&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s84&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s84&Which=PriceSpec,,,,,2,
6110s85,"1959 11th Independence (Flowers)","In Stock",pic.php?ID=6110s85,"C 195-197","S 157-159",0.45,0.32,0.32,0.29,cart2.php?Action=Add&Prod=6110s85&Which=Price,cart2.php?Action=Add&Prod=6110s85&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s85&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s85&Which=PriceSpec,,,,,2,
6110s86,"1959 Aviation","In Stock",pic.php?ID=6110s86,"C 199","S 161",0.21,0.16,0.16,0.13,cart2.php?Action=Add&Prod=6110s86&Which=Price,cart2.php?Action=Add&Prod=6110s86&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s86&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s86&Which=PriceSpec,,,,,2,
6110s87,"1959 Bialik","In Stock",pic.php?ID=6110s87,"C 198","S 155",0.19,0.16,0.16,0.13,cart2.php?Action=Add&Prod=6110s87&Which=Price,cart2.php?Action=Add&Prod=6110s87&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s87&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s87&Which=PriceSpec,,,,,2,
6110s88,"1959 Festivals 5720 (of Seven Species)","In Stock",pic.php?ID=6110s88,"C 200-202","S 162-164",0.60,0.34,0.36,0.34,cart2.php?Action=Add&Prod=6110s88&Which=Price,cart2.php?Action=Add&Prod=6110s88&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s88&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s88&Which=PriceSpec,,,,,2,
6110s89,"1959 Ben-Yehuda","In Stock",pic.php?ID=6110s89,"C 203","S 156",0.29,0.21,0.19,0.13,cart2.php?Action=Add&Prod=6110s89&Which=Price,cart2.php?Action=Add&Prod=6110s89&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s89&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s89&Which=PriceSpec,,,,,2,
6110s90,"1959 Settlements","In Stock",pic.php?ID=6110s90,"C 204-206","S 165-167",1.05,0.39,0.36,0.32,cart2.php?Action=Add&Prod=6110s90&Which=Price,cart2.php?Action=Add&Prod=6110s90&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s90&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s90&Which=PriceSpec,,,,,2,
6110s91,"1960 Provisional Stamps (11)","In Stock",pic.php?ID=6110s91,"C 207-217","S 168-177, 171A",1.05,0.52,0.48,0.42,cart2.php?Action=Add&Prod=6110s91&Which=Price,cart2.php?Action=Add&Prod=6110s91&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s91&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s91&Which=PriceSpec,,,,,2,
6110s93,"1960 Airmail Towns (9)","In Stock",pic.php?ID=6110s93,"C 218-226","S C18-C26",7.80,2.10,1.85,1.30,cart2.php?Action=Add&Prod=6110s93&Which=Price,cart2.php?Action=Add&Prod=6110s93&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s93&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s93&Which=PriceSpec,,,,,2,
6110s94,"1960 Airmail Eilat","In Stock",pic.php?ID=6110s94,"C 227","S C27",15.00,2.47,0.95,1.70,cart2.php?Action=Add&Prod=6110s94&Which=Price,cart2.php?Action=Add&Prod=6110s94&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s94&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s94&Which=PriceSpec,,,,,2,
6110s95,"1960 Refugee Year","In Stock",pic.php?ID=6110s95,"C 228,229","S 178,179",0.32,0.21,0.24,0.21,cart2.php?Action=Add&Prod=6110s95&Which=Price,cart2.php?Action=Add&Prod=6110s95&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s95&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s95&Which=PriceSpec,,,,,2,
6110s96,"1960 12th Independence (Flowers)","In Stock",pic.php?ID=6110s96,"C 230,231","S 180,181",0.52,0.24,0.24,0.21,cart2.php?Action=Add&Prod=6110s96&Which=Price,cart2.php?Action=Add&Prod=6110s96&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s96&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s96&Which=PriceSpec,,,,,2,
6110s97,"1960 Atomic Reactor","In Stock",pic.php?ID=6110s97,"C 232","S 182",0.39,0.24,0.19,0.16,cart2.php?Action=Add&Prod=6110s97&Which=Price,cart2.php?Action=Add&Prod=6110s97&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s97&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s97&Which=PriceSpec,,,,,2,
6110s98,"1960 Festivals 5721 (Kings)","In Stock",pic.php?ID=6110s98,"C 233-235","S 184-186",1.30,0.47,0.48,0.42,cart2.php?Action=Add&Prod=6110s98&Which=Price,cart2.php?Action=Add&Prod=6110s98&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s98&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s98&Which=PriceSpec,,,,,2,
6110s99,"1960 Herzl","In Stock",pic.php?ID=6110s99,"C 236","S 183",0.39,0.24,0.19,0.16,cart2.php?Action=Add&Prod=6110s99&Which=Price,cart2.php?Action=Add&Prod=6110s99&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s99&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s99&Which=PriceSpec,,,,,2,
6110s100,"1960 TAVIV","In Stock",pic.php?ID=6110s100,"C 237","S 187",0.94,0.24,0.38,0.16,cart2.php?Action=Add&Prod=6110s100&Which=Price,cart2.php?Action=Add&Prod=6110s100&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s100&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s100&Which=PriceSpec,,,,,2,
6110s101,"1960 TAVIV - Souvenir Sheet","In Stock",pic.php?ID=6110s101,"C B3","S 187a",20.00,39.00,14.00,20.00,cart2.php?Action=Add&Prod=6110s101&Which=Price,cart2.php?Action=Add&Prod=6110s101&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s101&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s101&Which=PriceSpec,,,,,2,
6110s102,"1960 Henrietta Szold","In Stock",pic.php?ID=6110s102,"C 240","S 188",0.24,0.21,0.16,0.11,cart2.php?Action=Add&Prod=6110s102&Which=Price,cart2.php?Action=Add&Prod=6110s102&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s102&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s102&Which=PriceSpec,,,,,2,
6110s103,"1960 Zionist Congress","In Stock",pic.php?ID=6110s103,"C 239","S 189",0.91,0.24,0.19,0.16,cart2.php?Action=Add&Prod=6110s103&Which=Price,cart2.php?Action=Add&Prod=6110s103&Which=PriceFDC,cart2.php?Action=Add&Prod=6110s103&Which=PriceUsed,cart2.php?Action=Add&Prod=6110s103&Which=PriceSpec,,,,,2,
